Session,Channel,total_distance,total_duration,total_avg_speed,total_peak_speed,marathon_flights,long_flights,medium_flights,short_flights,skip_flights,trial_length
1,A,2.64,9.954853058,0.265197285,0.559827759,0,0,0,0,1,14399.98769
1,B,6883.36,10541.8697,0.652954381,1.45786093,0,1,3,17,3,14399.98769
1,C,0,0,NA,#NAME?,0,0,0,0,0,14399.98769
1,D,1170.4,2105.570596,0.555858826,1.405335618,0,0,1,8,14,14399.98769
1,E,1475.76,3081.256603,0.478947452,1.223734874,0,0,0,12,59,14399.98769
1,F,0,0,NA,#NAME?,0,0,0,0,0,14399.98769
1,G,0,0,NA,#NAME?,0,0,0,0,0,14399.98769
2,A,2060.96,4716.905722,0.436930505,1.161851212,0,0,1,14,18,14399.98968
2,B,2316.16,2622.277796,0.883262637,2.999410453,0,0,2,6,1,14399.98968
2,C,0,0,NA,#NAME?,0,0,0,0,0,14399.98968
2,D,243.76,757.0751736,0.321975952,1.195291591,0,0,0,3,10,14399.98968
2,E,645.04,1154.032783,0.55894426,1.6803896,0,0,1,3,3,14399.98968
2,F,0,0,NA,#NAME?,0,0,0,0,0,14399.98968
2,G,0,0,NA,#NAME?,0,0,0,0,0,14399.98968
3,A,1611.28,6326.892189,0.254671638,2.479341008,0,0,0,40,46,14399.99007
3,B,327.36,894.7774789,0.365856325,1.165376156,0,0,0,4,13,14399.99007
3,C,0,0,NA,#NAME?,0,0,0,0,0,14399.99007
3,D,10313.6,13489.00562,0.764593054,2.759251688,1,0,1,15,12,14399.99007
3,E,86.24,319.3871732,0.270017105,2.99452167,0,0,0,3,1,14399.99007
3,F,0,0,NA,#NAME?,0,0,0,0,0,14399.99007
3,G,0,0,NA,#NAME?,0,0,0,0,0,14399.99007
4,A,671.44,3164.776079,0.21216035,2.912701917,0,0,0,12,66,14399.99873
4,B,146.08,541.1321266,0.269952555,1.677018015,0,0,0,3,13,14399.99873
4,C,0,0,NA,#NAME?,0,0,0,0,0,14399.99873
4,D,2.64,6.189246893,0.426546242,0.60672923,0,0,0,0,1,14399.99873
4,E,0,0,NA,#NAME?,0,0,0,0,0,14399.99873
4,F,0,0,NA,#NAME?,0,0,0,0,0,14399.99873
4,G,0,0,NA,#NAME?,0,0,0,0,0,14399.99873
5,A,4.4,7.04906106,0.624196608,2.105675199,0,0,0,0,1,8703.029483
5,B,21.12,18.57618499,1.136939582,1.230366494,0,0,0,0,1,8703.029483
5,C,1119.36,1690.459984,0.662162968,2.480452356,0,0,2,0,1,8703.029483
5,D,1365.76,1926.839155,0.708808515,2.638451265,0,0,1,0,0,8703.029483
5,E,214.72,534.3110614,0.401863288,2.964920097,0,0,0,1,10,8703.029483
5,F,1117.6,1151.868006,0.970250058,2.990462669,0,0,0,4,10,8703.029483
5,G,1408.88,1974.799694,0.713429319,2.996641672,0,0,1,1,0,8703.029483
6,A,1314.72,4133.396154,0.318072585,0.873718805,0,0,0,14,133,14398.90109
6,B,4886.64,7476.00062,0.653643605,1.504000639,0,0,3,25,44,14398.90109
6,C,2949.76,5393.563291,0.546903752,1.618697275,0,0,2,18,17,14398.90109
6,D,3354.56,4303.331303,0.779526317,1.908124118,0,0,3,4,11,14398.90109
6,E,388.96,642.6190698,0.605273043,1.232360103,0,0,0,1,10,14398.90109
6,F,1349.04,3193.482564,0.422435374,1.204596581,0,0,1,3,103,14398.90109
6,G,14993.44,13900.9026,1.078594709,2.201694983,0,1,4,7,2,14398.90109
7,A,903.76,1692.284159,0.534047427,1.177077782,0,0,1,3,0,14399.99063
7,B,9644.8,13961.5056,0.690813747,1.898732315,1,0,3,0,1,14399.99063
7,C,6033.28,12958.90776,0.465570101,1.672762619,0,0,7,28,15,14399.99063
7,D,126.72,260.9449377,0.485619691,1.20538848,0,0,0,2,7,14399.99063
7,E,0,0,NA,#NAME?,0,0,0,0,0,14399.99063
7,F,3749.68,7811.980387,0.479990964,1.491568435,0,0,2,24,62,14399.99063
7,G,10554.72,14048.64105,0.75129829,2.96249515,0,1,7,1,4,14399.99063
8,A,36.08,240.0331678,0.15031256,0.47655044,0,0,0,0,8,14399.99349
8,B,8991.84,14269.27378,0.630154003,1.430689625,1,0,2,2,1,14399.99349
8,C,6030.64,12384.26407,0.486959901,1.338691813,0,0,2,53,26,14399.99349
8,D,66,96.14864063,0.686437162,1.360901804,0,0,0,0,5,14399.99349
8,E,1194.16,3811.054647,0.313341086,1.236036779,0,0,0,18,23,14399.99349
8,F,610.72,913.682173,0.668416237,1.753313313,0,0,0,5,12,14399.99349
8,G,11088.88,13586.74264,0.816154416,1.972646616,0,1,4,0,1,14399.99349
9,A,0,0,NA,#NAME?,0,0,0,0,0,14358.02017
9,B,357.28,507.2868254,0.704295838,1.360569207,0,0,0,2,5,14358.02017
9,C,6.16,35.80899119,0.172023835,0.389157526,0,0,0,0,1,14358.02017
9,D,0,0,NA,#NAME?,0,0,0,0,0,14358.02017
9,E,2211.44,6680.487799,0.331029719,1.307226326,0,0,3,10,39,14358.02017
9,F,103.84,352.6110439,0.294488791,2.212128643,0,0,0,2,7,14358.02017
9,G,11.44,21.33569884,0.536190545,1.100984094,0,0,0,0,2,14358.02017
10,A,0,0,NA,#NAME?,0,0,0,0,0,14399.93318
10,B,6603.52,12150.12372,0.543494054,1.154470459,0,1,3,2,0,14399.93318
10,C,161.92,546.2710052,0.296409655,1.202852808,0,0,0,3,2,14399.93318
10,D,9.68,19.30385399,0.501454269,1.027073973,0,0,0,0,1,14399.93318
10,E,4.4,10.46324301,0.420519718,0.487120627,0,0,0,0,1,14399.93318
10,F,339.68,1125.870908,0.301704216,1.047718776,0,0,0,7,14,14399.93318
10,G,2.64,4.379168034,0.602854236,0.50170323,0,0,0,0,1,14399.93318
11,A,0,0,NA,#NAME?,0,0,0,0,0,11203.84677
11,B,435.6,1120.015294,0.38892326,1.250085525,0,0,0,5,22,11203.84677
11,C,249.04,904.6940269,0.275275389,1.125970476,0,0,0,4,8,11203.84677
11,D,96.8,222.6174669,0.434826617,1.108614066,0,0,0,2,3,11203.84677
11,E,30.8,90.87823224,0.338915043,1.015789657,0,0,0,0,3,11203.84677
11,F,471.68,984.6777294,0.479019669,1.488842926,0,0,0,4,9,11203.84677
11,G,5.28,6.437180996,0.820234821,0.879133297,0,0,0,0,1,11203.84677
12,A,271.92,789.3350861,0.344492478,1.10584859,0,0,0,2,15,13955.3858
12,B,1942.16,5344.642211,0.363384474,2.007427955,0,0,0,31,52,13955.3858
12,C,0,0,NA,#NAME?,0,0,0,0,0,13955.3858
12,D,0,0,NA,#NAME?,0,0,0,0,0,13955.3858
12,E,2.64,6.460471869,0.408638882,0.578393327,0,0,0,0,1,13955.3858
12,F,703.12,1448.636178,0.485366865,1.108875183,0,0,1,3,0,13955.3858
12,G,0,0,NA,#NAME?,0,0,0,0,0,13955.3858
13,A,110.88,227.3548181,0.487695844,1.527319506,0,0,0,1,2,14399.98794
13,B,1307.68,1927.158274,0.678553504,1.369858382,0,0,0,12,4,14399.98794
13,C,986.48,2984.559224,0.330527869,1.332352272,0,0,0,10,8,14399.98794
13,D,7.04,33.71424603,0.208813805,0.299952282,0,0,0,0,1,14399.98794
13,E,463.76,1144.652455,0.405153545,1.242922045,0,0,0,8,11,14399.98794
13,F,0,0,NA,#NAME?,0,0,0,0,0,14399.98794
13,G,321.2,983.6934676,0.326524482,0.8687479,0,0,0,4,4,14399.98794
14,A,1529.44,2749.483619,0.556264452,1.658252957,0,0,0,14,45,14399.98205
14,B,743.6,1628.624677,0.456581563,1.094971368,0,0,0,10,15,14399.98205
14,C,4547.84,10578.5648,0.42991087,1.362130259,0,0,3,32,41,14399.98205
14,D,174.24,468.65219,0.371789578,1.22197777,0,0,0,2,6,14399.98205
14,E,138.16,260.4454968,0.530475672,1.05912695,0,0,0,2,3,14399.98205
14,F,170.72,422.9469657,0.403643988,1.593744314,0,0,0,0,21,14399.98205
14,G,28.16,72.54440904,0.38817602,0.958955605,0,0,0,1,0,14399.98205
15,A,713.68,1177.864231,0.605910241,1.813610488,0,0,1,3,0,14399.99573
15,B,3297.36,7192.872326,0.458420482,1.731459004,0,0,1,32,41,14399.99573
15,C,411.84,467.1505249,0.881600208,1.474271467,0,0,0,2,1,14399.99573
15,D,3136.32,8646.746558,0.362716772,1.422275162,0,0,2,39,30,14399.99573
15,E,237.6,387.3842468,0.613344507,1.676136128,0,0,0,2,6,14399.99573
15,F,4894.56,11966.66313,0.409016277,1.212779446,0,0,1,46,14,14399.99573
15,G,982.96,1252.187456,0.784994287,1.664497921,0,0,0,4,3,14399.99573
16,A,12162.48,13751.04628,0.884476697,1.915409064,1,0,3,1,1,14394.37635
16,B,8772.72,11438.28678,0.766961011,1.932380344,0,1,4,2,5,14394.37635
16,C,512.16,857.1920519,0.597485708,1.268437257,0,0,1,0,1,14394.37635
16,D,465.52,621.5160136,0.74900725,1.789854348,0,0,0,4,6,14394.37635
16,E,5733.2,8555.578689,0.670112474,1.725135378,0,0,1,34,12,14394.37635
16,F,286.88,740.9569471,0.387174992,0.881996861,0,0,0,4,1,14394.37635
16,G,0,0,NA,#NAME?,0,0,0,0,0,14394.37635
17,A,3109.04,6779.69348,0.458581204,1.253971979,0,0,4,11,7,14399.99762
17,B,3864.08,12281.06768,0.314637139,2.276943888,0,0,6,24,21,14399.99762
17,C,520.08,1287.047439,0.404087669,1.282998842,0,0,1,2,10,14399.99762
17,D,33.44,80.21556091,0.416876721,0.644105424,0,0,0,1,0,14399.99762
17,E,256.96,376.261776,0.682928792,1.439810012,0,0,0,2,0,14399.99762
17,F,7139.44,13193.14177,0.541147827,1.725006377,0,0,7,7,15,14399.99762
17,G,0,0,NA,#NAME?,0,0,0,0,0,14399.99762
18,A,7678,12470.92826,0.615671892,1.720006394,0,1,6,7,0,14399.99413
18,B,5789.52,9402.637356,0.615733627,2.59428659,0,0,7,13,4,14399.99413
18,C,1818.08,4239.920854,0.428800457,1.477928507,0,0,1,12,10,14399.99413
18,D,4257.44,8449.595803,0.503863155,1.766330366,0,0,3,32,33,14399.99413
18,E,26.4,70.66178823,0.373610698,1.476564518,0,0,0,0,5,14399.99413
18,F,10.56,40.50226712,0.260726146,0.775058024,0,0,0,0,2,14399.99413
18,G,3004.32,3156.97191,0.951646098,2.411366794,0,0,1,9,4,14399.99413
19,A,965.36,985.7422831,0.979322909,1.877902603,0,0,1,1,1,14399.99859
19,B,1181.84,2042.642221,0.578583948,2.966888671,0,0,0,10,3,14399.99859
19,C,8162.88,12036.10828,0.678199283,1.981420175,0,0,8,11,7,14399.99859
19,D,6142.4,7106.012681,0.864394742,1.957109682,0,0,4,8,2,14399.99859
19,E,0,0,NA,#NAME?,0,0,0,0,0,14399.99859
19,F,528.88,1242.993427,0.425488976,1.213754945,0,0,1,2,2,14399.99859
19,G,1817.2,4284.439457,0.424139498,1.27610387,0,0,3,8,6,14399.99859
20,A,679.36,1194.607606,0.568688828,1.218318583,0,0,0,5,2,14399.98326
20,B,4560.16,10593.86274,0.430453,2.966159088,0,0,4,29,21,14399.98326
20,C,9049.04,12380.02138,0.730938964,1.945585372,0,0,5,11,11,14399.98326
20,D,4.4,29.36474681,0.149839535,0.421119712,0,0,0,0,1,14399.98326
20,E,1253.12,2788.749637,0.449348333,1.174244515,0,0,1,6,16,14399.98326
20,F,1632.4,2300.383807,0.709620714,1.340793094,0,0,2,1,0,14399.98326
20,G,1922.8,2175.387049,0.883888686,1.862186399,0,0,1,3,1,14399.98326
21,A,7546,12765.38038,0.591130054,1.732181383,0,0,6,25,9,14399.97884
21,B,51.04,142.2795596,0.358730377,2.066300721,0,0,0,0,9,14399.97884
21,C,8655.68,12881.41849,0.671950842,2.018339291,1,0,3,6,3,14399.97884
21,D,242.88,425.0838232,0.571369661,1.792567314,0,0,0,2,4,14399.97884
21,E,41.36,53.94480801,0.76670956,1.596704799,0,0,0,0,2,14399.97884
21,F,330.88,529.3854251,0.625026652,1.528502261,0,0,0,3,12,14399.97884
21,G,630.96,1063.835945,0.593098967,1.264545672,0,0,0,3,1,14399.97884
22,A,336.16,836.4956591,0.401866999,1.184794366,0,0,1,0,1,14399.97864
22,B,1669.36,3768.549511,0.442971492,1.200174001,0,0,0,19,12,14399.97864
22,C,19.36,51.63028097,0.374973749,0.883106017,0,0,0,0,1,14399.97864
22,D,217.36,422.7106333,0.514205186,1.059086227,0,0,0,2,0,14399.97864
22,E,56.32,152.7133,0.368795645,1.593620454,0,0,0,1,4,14399.97864
22,F,118.8,360.2418671,0.329778437,1.188956269,0,0,0,2,2,14399.97864
22,G,8070.48,11870.41856,0.67988167,1.87171461,0,0,6,6,0,14399.97864
23,A,411.84,1367.090479,0.301252921,0.967191252,0,0,0,8,5,14399.98775
23,B,3282.4,10775.61632,0.304613667,1.544813565,0,0,2,37,32,14399.98775
23,C,20.24,99.44646049,0.2035266,0.602548624,0,0,0,0,4,14399.98775
23,D,1242.56,1663.63243,0.746895755,1.879654603,0,0,1,3,1,14399.98775
23,E,4678.96,10106.29156,0.462974967,1.517272764,0,0,3,28,18,14399.98775
23,F,7720.24,13967.10323,0.552744537,1.570357673,0,0,7,9,6,14399.98775
23,G,9542.72,11975.79527,0.796833929,2.304405807,0,0,6,7,2,14399.98775
24,A,0,0,NA,#NAME?,0,0,0,0,0,14399.99524
24,B,11794.64,12531.71548,0.941183194,2.827892198,0,0,6,20,5,14399.99524
24,C,1313.84,1954.204123,0.672314619,2.350784258,0,0,1,4,17,14399.99524
24,D,828.96,866.0324781,0.957192739,2.300087692,0,0,0,2,10,14399.99524
24,E,8.8,20.64643431,0.426223718,0.607694102,0,0,0,0,3,14399.99524
24,F,526.24,1073.697395,0.490119472,1.379273725,0,0,0,4,13,14399.99524
24,G,3006.96,3842.667059,0.782519004,2.120226327,0,0,1,13,31,14399.99524
26,A,2038.08,2554.714309,0.797772179,2.295504453,0,0,2,1,7,14399.99677
26,B,4356,11603.27148,0.375411366,2.977006175,0,0,3,41,22,14399.99677
26,C,6043.84,9869.701679,0.612362987,1.433481726,0,0,6,4,10,14399.99677
26,D,426.8,771.5635068,0.553162502,1.243089068,0,0,0,4,2,14399.99677
26,E,180.4,427.103775,0.422379783,0.992789681,0,0,0,1,6,14399.99677
26,F,6221.6,11167.76807,0.55710326,1.808950251,0,0,4,28,13,14399.99677
26,G,0,0,NA,#NAME?,0,0,0,0,0,14399.99677
27,A,526.24,686.0360634,0.767073377,1.546540518,0,0,0,3,3,14399.58746
27,B,7882.16,12989.22836,0.606822806,1.652792974,0,2,1,4,3,14399.58746
27,C,7222.16,12684.73501,0.569358366,1.391686922,0,1,6,2,5,14399.58746
27,D,299.2,878.6653805,0.340516432,0.733450612,0,0,0,4,7,14399.58746
27,E,608.08,1735.894829,0.35029772,1.090792457,0,0,0,5,1,14399.58746
27,F,3995.2,4768.433509,0.837843286,1.676001413,0,1,0,0,0,14399.58746
27,G,6295.52,8177.542838,0.769854726,1.881077156,0,1,0,7,7,14399.58746
28,A,2628.56,5300.735594,0.495885892,1.660083216,0,0,3,12,14,14399.99537
28,B,103.84,525.1610348,0.197729826,1.16321185,0,0,0,4,8,14399.99537
28,C,6720.56,10336.20611,0.650196013,1.679427746,0,0,5,10,11,14399.99537
28,D,2603.92,6476.930089,0.402029969,2.192818699,0,0,1,27,34,14399.99537
28,E,14.08,74.59981275,0.18874042,0.387468193,0,0,0,0,3,14399.99537
28,F,3321.12,8098.184934,0.410106712,1.55093675,0,0,4,11,49,14399.99537
28,G,193.6,344.5650339,0.561867807,1.07183357,0,0,0,1,0,14399.99537
29,A,3062.4,5554.131146,0.551373369,1.710252151,0,0,3,11,7,14398.99197
29,B,1792.56,2883.231954,0.62171897,1.501927169,0,0,2,3,8,14398.99197
29,C,2825.68,8431.845119,0.335120008,2.059871831,0,0,5,17,21,14398.99197
29,D,0,0,NA,#NAME?,0,0,0,0,0,14398.99197
29,E,493.68,1704.63061,0.289611132,1.11455715,0,0,0,11,25,14398.99197
29,F,0,0,NA,#NAME?,0,0,0,0,0,14398.99197
29,G,3622.08,7466.512398,0.485110023,1.913005642,0,0,3,22,27,14398.99197
30,A,2361.04,5880.044661,0.401534365,1.72738712,0,0,2,20,21,14399.99717
30,B,4858.48,6421.318203,0.756617231,2.945388843,0,0,3,14,36,14399.99717
30,C,5514.96,12191.19026,0.452372564,1.77335373,0,0,5,20,14,14399.99717
30,D,0,0,NA,#NAME?,0,0,0,0,0,14399.99717
30,E,8915.28,10745.74207,0.829656988,1.891557924,0,0,5,8,16,14399.99717
30,F,4838.24,10756.52755,0.449795715,1.416713406,0,0,7,12,13,14399.99717
30,G,1011.12,1601.228519,0.631465146,1.529120933,0,0,1,1,2,14399.99717
31,A,517.44,898.6987607,0.575765788,1.442684097,0,0,0,3,0,14399.99035
31,B,9173.12,13958.31516,0.657179602,1.549440596,1,0,4,6,3,14399.99035
31,C,5072.32,10788.73548,0.47014963,1.750930387,0,0,6,16,9,14399.99035
31,D,1319.12,3032.551051,0.434986906,1.336542901,0,0,1,10,15,14399.99035
31,E,7105.12,13247.8947,0.536320688,1.715355725,0,1,5,9,7,14399.99035
31,F,2822.16,4102.816625,0.687859161,2.193665818,0,0,2,1,1,14399.99035
31,G,315.92,907.8015728,0.348005566,0.819436978,0,0,0,5,11,14399.99035
32,A,299.2,632.1805036,0.473282549,1.257862955,0,0,0,5,3,14399.99956
32,B,69.52,243.4096415,0.285609064,1.624356326,0,0,0,1,4,14399.99956
32,C,1745.92,4769.085156,0.366091177,1.178768277,0,0,2,14,9,14399.99956
32,D,1750.32,5158.641443,0.339298635,1.190743693,0,0,1,22,11,14399.99956
32,E,3587.76,9040.961887,0.396833882,1.372039342,0,1,1,8,16,14399.99956
32,F,412.72,817.556035,0.504821666,0.9216561,0,0,1,0,1,14399.99956
32,G,1707.2,3469.226677,0.492098141,1.664591754,0,0,1,8,10,14399.99956
33,A,3538.48,8321.371248,0.425227994,1.614216842,0,0,2,30,56,14399.99041
33,B,8299.28,10618.57936,0.781581012,1.659867462,1,0,0,0,0,14399.99041
33,C,195.36,366.499624,0.533042839,0.996308039,0,0,0,1,1,14399.99041
33,D,1019.92,1797.12275,0.567529402,1.354735928,0,0,0,7,1,14399.99041
33,E,3452.24,9958.084766,0.346677105,1.964881952,0,0,2,40,42,14399.99041
33,F,876.48,1412.624432,0.620462155,2.948815013,0,0,0,6,12,14399.99041
33,G,6123.04,12978.00441,0.47180135,1.773174825,0,0,6,15,25,14399.99041
34,A,5214,8694.763408,0.599671291,1.607951839,0,0,7,8,5,14399.98624
34,B,9373.76,13123.24317,0.714286848,2.995396536,0,1,3,11,10,14399.98624
34,C,7772.16,13195.59377,0.58899661,1.593636967,0,0,8,8,0,14399.98624
34,D,0,0,NA,#NAME?,0,0,0,0,0,14399.98624
34,E,10024.08,12745.46711,0.786481964,1.570606922,0,1,2,10,0,14399.98624
34,F,1984.4,2541.702058,0.78073667,2.07370616,0,0,1,4,4,14399.98624
34,G,3177.68,8296.336334,0.38302208,1.792099935,0,0,3,29,26,14399.98624
35,A,5326.64,6788.502259,0.784656143,2.217998915,0,0,5,5,2,14399.99227
35,B,13087.36,13730.75529,0.953142032,1.755853071,1,1,1,1,1,14399.99227
35,C,4573.36,4890.041105,0.935239582,1.77404328,0,0,0,20,32,14399.99227
35,D,6068.48,9918.330931,0.61184488,1.781503061,0,0,3,30,28,14399.99227
35,E,1102.64,2784.823865,0.395946047,1.294055361,0,0,0,9,66,14399.99227
35,F,559.68,720.1034007,0.777221715,1.838520253,0,0,0,3,8,14399.99227
35,G,2190.32,4296.985041,0.509734146,1.519171224,0,0,1,21,8,14399.99227
36,A,319.44,428.2698572,0.745884854,1.681096018,0,0,0,3,3,14399.98541
36,B,1447.6,1822.482438,0.794301207,1.874414095,0,0,0,10,5,14399.98541
36,C,0,0,NA,#NAME?,0,0,0,0,0,14399.98541
36,D,547.36,957.5498781,0.571625575,1.260183337,0,0,0,5,0,14399.98541
36,E,5517.6,10762.37437,0.512674974,1.597128327,0,0,5,24,14,14399.98541
36,F,4937.68,10185.09825,0.484794538,2.111663689,0,0,6,20,67,14399.98541
36,G,396,1015.511457,0.389951287,1.34309498,0,0,0,2,20,14399.98541
37,A,11674.96,10657.14686,1.095505218,2.059019198,0,1,4,8,3,14399.98732
37,B,6174.96,11748.35546,0.525602074,1.648113246,0,0,8,3,0,14399.98732
37,C,7528.4,11035.37335,0.68220619,2.056727947,0,0,4,16,2,14399.98732
37,D,9813.76,13059.9143,0.751441378,1.717127331,0,1,5,2,2,14399.98732
37,E,0,0,NA,#NAME?,0,0,0,0,0,14399.98732
37,F,175.12,429.3110421,0.407909378,1.943394185,0,0,0,1,6,14399.98732
37,G,13104.08,14233.8195,0.920629912,1.514828634,0,1,6,0,3,14399.98732
39,A,314.16,374.5391529,0.838790812,1.680300097,0,0,0,1,1,5114.932245
39,B,234.08,519.468096,0.450614777,0.807973091,0,0,0,2,0,5114.932245
39,C,4606.8,4985.444545,0.924049994,1.493821935,0,1,0,1,3,5114.932245
39,D,2129.6,4220.88217,0.504539078,1.078996025,0,0,2,4,2,5114.932245
39,E,1703.68,2686.034741,0.634273256,1.681410768,0,0,0,12,9,5114.932245
39,F,1724.8,3774.152853,0.457003218,1.506124705,0,0,2,11,12,5114.932245
39,G,3688.96,3832.251799,0.962608981,1.809036252,0,0,1,8,5,5114.932245
40,A,2517.68,3428.247212,0.73439278,2.357410072,0,0,2,8,21,14399.96623
40,B,8818.48,10859.99677,0.812014974,1.791829366,0,1,3,7,5,14399.96623
40,C,3014.88,9480.847322,0.317996894,1.315921066,0,0,4,20,45,14399.96623
40,D,0,0,NA,#NAME?,0,0,0,0,0,14399.96623
40,E,687.28,1354.854286,0.507272263,1.428877404,0,0,0,5,19,14399.96623
40,F,2208.8,3813.683305,0.579177615,1.790433455,0,0,3,5,3,14399.96623
40,G,5666.32,6922.790283,0.818502333,1.930244019,0,0,0,34,69,14399.96623
41,A,554.4,643.3033659,0.861801802,2.233837469,0,0,0,2,4,14399.97221
41,B,1312.08,2448.695425,0.535828175,1.649617369,0,0,1,7,11,14399.97221
41,C,11163.68,13248.69821,0.842624673,1.991784345,0,1,5,4,9,14399.97221
41,D,2808.96,3457.620023,0.812396961,1.903287072,0,0,2,4,9,14399.97221
41,E,1466.08,2127.750948,0.689028009,2.261652525,0,0,0,7,20,14399.97221
41,F,9433.6,10073.37768,0.936488267,1.95652561,0,0,5,12,19,14399.97221
41,G,1108.8,1147.574569,0.966211722,2.067382861,0,0,0,2,16,14399.97221
42,A,3385.36,3366.450859,1.005616937,1.899159253,0,0,0,14,22,14396.58945
42,B,976.8,1165.635221,0.837998014,1.741508299,0,0,0,4,1,14396.58945
42,C,715.44,742.2215679,0.963917017,2.009494647,0,0,0,2,0,14396.58945
42,D,9451.2,11191.33248,0.844510698,1.695999853,0,1,4,2,1,14396.58945
42,E,7502.88,7139.496677,1.050897611,2.028879067,0,0,2,17,7,14396.58945
42,F,13702.48,14312.00281,0.957411774,2.260688401,0,2,1,1,0,14396.58945
42,G,10203.6,11508.35332,0.886625542,2.371609166,0,1,3,13,9,14396.58945
43,A,623.92,603.4270089,1.033961011,2.237812502,0,0,0,1,11,14399.99845
43,B,4583.92,6580.520727,0.69658925,1.662390581,0,1,0,3,4,14399.99845
43,C,7008.32,13739.69341,0.51007834,1.245642269,0,1,4,1,2,14399.99845
43,D,1697.52,3929.613899,0.431981371,1.393884832,0,0,1,20,17,14399.99845
43,E,29.92,133.4620969,0.2241835,0.539344207,0,0,0,0,8,14399.99845
43,F,8316,9329.155299,0.891399032,2.029595306,0,1,2,0,2,14399.99845
43,G,7535.44,7495.290505,1.00535663,2.029398903,0,0,2,16,22,14399.99845
44,A,330.88,361.6308517,0.914966183,1.830879678,0,0,0,2,4,14399.99312
44,B,209.44,781.7766855,0.267902591,1.433820295,0,0,0,3,22,14399.99312
44,C,826.32,2856.950701,0.289231452,1.363816838,0,0,0,13,59,14399.99312
44,D,623.92,1772.578058,0.351984499,1.390963163,0,0,0,10,15,14399.99312
44,E,459.36,413.2605729,1.111550509,1.947643781,0,0,0,1,1,14399.99312
44,F,1918.4,3517.820839,0.545337608,1.937506933,0,0,1,16,10,14399.99312
44,G,3069.44,3117.115878,0.984705131,1.700164545,0,0,2,5,22,14399.99312
45,A,14637.04,13690.27115,1.069156325,2.156672484,0,1,5,1,2,14399.99348
45,B,14361.6,13697.02153,1.048519926,1.962100406,1,0,0,0,0,14399.99348
45,C,242.88,379.1438482,0.640601189,1.939508527,0,0,0,1,7,14399.99348
45,D,1367.52,1729.725499,0.790599434,1.865414522,0,0,0,5,11,14399.99348
45,E,0,0,NA,#NAME?,0,0,0,0,0,14399.99348
45,F,0,0,NA,#NAME?,0,0,0,0,0,14399.99348
45,G,0,0,NA,#NAME?,0,0,0,0,0,14399.99348
46,A,0,0,NA,#NAME?,0,0,0,0,0,14399.99171
46,B,0,0,NA,#NAME?,0,0,0,0,0,14399.99171
46,C,0,0,NA,#NAME?,0,0,0,0,0,14399.99171
46,D,839.52,2166.175596,0.387558609,2.48721182,0,0,0,10,35,14399.99171
